"","X","CustomerID","TransactionDate","Amount","ProductCategory","Month_Yr","Yr","Month","Day"
"9611",9700,6032,2023-03-13,465.82,"Premier","2023-03","2023","03","13"
"9612",9701,4117,2022-09-17,386.31,"Premier","2022-09","2022","09","17"
"9613",9702,2971,2022-01-25,373.07,"Specialty Suite","2022-01","2022","01","25"
"9614",9703,7572,2023-07-17,469.93,"Specialty Suite","2023-07","2023","07","17"
"9615",9704,1791,2023-08-04,375.54,"Specialty Suite","2023-08","2023","08","04"
"9616",9705,2502,2022-10-12,393.46,"Premier","2022-10","2022","10","12"
"9617",9706,6070,2022-04-25,344.06,"Specialty Suite","2022-04","2022","04","25"
"9618",9707,6117,2022-06-01,311.11,"Suite","2022-06","2022","06","01"
"9619",9708,1144,2024-05-06,212.73,"Premier","2024-05","2024","05","06"
"9620",9709,5882,2022-06-04,348.58,"Specialty Suite","2022-06","2022","06","04"
"9621",9710,6003,2023-02-19,496.54,"Suite","2023-02","2023","02","19"
"9622",9711,2994,2022-10-19,276.99,"Premier","2022-10","2022","10","19"
"9623",9712,4563,2022-05-15,505.25,"Standard","2022-05","2022","05","15"
"9624",9713,6542,2024-05-17,337.42,"Premier","2024-05","2024","05","17"
"9625",9714,7105,2024-05-23,321.68,"Standard","2024-05","2024","05","23"
"9626",9715,4154,2024-03-08,397.84,"Premier","2024-03","2024","03","08"
"9627",9716,5713,2023-11-09,370,"Suite","2023-11","2023","11","09"
"9628",9717,7049,2024-05-11,207.07,"Specialty Suite","2024-05","2024","05","11"
"9629",9718,943,2024-01-05,324.13,"Specialty Suite","2024-01","2024","01","05"
"9630",9719,5700,2022-08-14,487.24,"Specialty Suite","2022-08","2022","08","14"
"9631",9720,4710,2024-04-11,274.79,"Suite","2024-04","2024","04","11"
"9632",9721,5198,2022-08-27,335.39,"Specialty Suite","2022-08","2022","08","27"
"9633",9722,7378,2023-05-13,379.68,"Specialty Suite","2023-05","2023","05","13"
"9634",9723,6046,2022-08-05,491.31,"Specialty Suite","2022-08","2022","08","05"
"9635",9724,7903,2022-03-27,488.16,"Suite","2022-03","2022","03","27"
"9636",9725,4576,2024-03-24,265.84,"Standard","2024-03","2024","03","24"
"9637",9726,7302,2024-07-17,319.27,"Specialty Suite","2024-07","2024","07","17"
"9638",9727,3888,2023-03-08,321.05,"Suite","2023-03","2023","03","08"
"9639",9728,534,2023-12-08,398.9,"Standard","2023-12","2023","12","08"
"9640",9729,7908,2022-09-10,327.34,"Suite","2022-09","2022","09","10"
"9641",9731,4640,2020-08-18,492.05,"Suite","2020-08","0018","08","20"
"9642",9732,4948,2023-12-14,359.32,"Specialty Suite","2023-12","2023","12","14"
"9643",9733,4205,2024-05-24,459.46,"Suite","2024-05","2024","05","24"
"9644",9734,2869,2022-12-04,190.88,"Standard","2022-12","2022","12","04"
"9645",9735,2321,2022-03-21,331.81,"Premier","2022-03","2022","03","21"
"9646",9736,1835,2022-04-17,383.58,"Specialty Suite","2022-04","2022","04","17"
"9647",9737,45,2023-02-19,399.8,"Specialty Suite","2023-02","2023","02","19"
"9648",9738,3040,2024-03-08,305.37,"Premier","2024-03","2024","03","08"
"9649",9739,7047,2022-02-20,213.13,"Specialty Suite","2022-02","2022","02","20"
"9650",9740,2807,2023-06-16,423.83,"Suite","2023-06","2023","06","16"
"9651",9741,3801,2022-08-12,328.69,"Suite","2022-08","2022","08","12"
"9652",9742,5113,2024-01-17,460.72,"Specialty Suite","2024-01","2024","01","17"
"9653",9743,5750,2023-02-15,309.81,"Standard","2023-02","2023","02","15"
"9654",9744,5665,2023-09-09,532.86,"Specialty Suite","2023-09","2023","09","09"
"9655",9745,7890,2023-08-27,204.49,"Premier","2023-08","2023","08","27"
"9656",9746,4494,2023-10-10,407.78,"Specialty Suite","2023-10","2023","10","10"
"9657",9747,1611,2022-02-17,398.81,"Specialty Suite","2022-02","2022","02","17"
"9658",9748,1231,2022-09-12,395.63,"Premier","2022-09","2022","09","12"
"9659",9749,3006,2023-12-01,356.8,"Standard","2023-12","2023","12","01"
"9660",9750,2193,2023-09-09,361.54,"Specialty Suite","2023-09","2023","09","09"
"9661",9751,127,2022-03-25,245.91,"Suite","2022-03","2022","03","25"
"9662",9752,4690,2024-03-18,250.13,"Standard","2024-03","2024","03","18"
"9663",9753,2628,2022-08-26,296.27,"Standard","2022-08","2022","08","26"
"9664",9754,1898,2023-10-28,482.74,"Specialty Suite","2023-10","2023","10","28"
"9665",9755,4930,2022-05-23,330.04,"Specialty Suite","2022-05","2022","05","23"
"9666",9756,1604,2024-01-09,274.04,"Standard","2024-01","2024","01","09"
"9667",9757,5078,2022-03-23,355.58,"Specialty Suite","2022-03","2022","03","23"
"9668",9758,5069,2022-03-14,321.22,"Premier","2022-03","2022","03","14"
"9669",9759,1340,2020-05-24,216.75,"Premier","2020-05","0024","05","20"
"9670",9760,5485,2023-07-27,241.32,"Premier","2023-07","2023","07","27"
"9671",9761,4949,2022-12-20,542.62,"Suite","2022-12","2022","12","20"
"9672",9762,1456,2024-02-26,440.12,"Suite","2024-02","2024","02","26"
"9673",9763,745,2022-10-02,381.4,"Premier","2022-10","2022","10","02"
"9674",9764,1142,2024-05-10,316.46,"Premier","2024-05","2024","05","10"
"9675",9765,5246,2022-07-25,282.67,"Specialty Suite","2022-07","2022","07","25"
"9676",9766,256,2024-06-07,371.6,"Specialty Suite","2024-06","2024","06","07"
"9677",9767,3186,2022-08-12,432.53,"Specialty Suite","2022-08","2022","08","12"
"9678",9768,2540,2023-06-12,417.15,"Specialty Suite","2023-06","2023","06","12"
"9679",9769,180,2023-02-27,396.46,"Premier","2023-02","2023","02","27"
"9680",9770,100,2022-10-03,314.3,"Specialty Suite","2022-10","2022","10","03"
"9681",9771,7383,2023-09-11,394.03,"Standard","2023-09","2023","09","11"
"9682",9772,7696,2022-04-14,273.1,"Standard","2022-04","2022","04","14"
"9683",9773,4301,2023-10-21,489.53,"Specialty Suite","2023-10","2023","10","21"
"9684",9774,5297,2022-06-08,343.64,"Specialty Suite","2022-06","2022","06","08"
"9685",9775,1478,2022-07-01,281.08,"Standard","2022-07","2022","07","01"
"9686",9776,157,2022-12-22,316.09,"Premier","2022-12","2022","12","22"
"9687",9777,374,2022-12-02,388.21,"Specialty Suite","2022-12","2022","12","02"
"9688",9778,324,2022-02-12,263.77,"Premier","2022-02","2022","02","12"
"9689",9779,1548,2023-02-22,364.76,"Premier","2023-02","2023","02","22"
"9690",9780,6245,2023-06-17,355.17,"Specialty Suite","2023-06","2023","06","17"
"9691",9781,7115,2023-01-06,346.7,"Specialty Suite","2023-01","2023","01","06"
"9692",9782,2884,2023-06-19,247.94,"Premier","2023-06","2023","06","19"
"9693",9783,7209,2023-12-03,441.15,"Premier","2023-12","2023","12","03"
"9694",9784,786,2022-02-05,326.12,"Standard","2022-02","2022","02","05"
"9695",9785,7898,2024-06-07,361.44,"Premier","2024-06","2024","06","07"
"9696",9786,7160,2022-04-18,304.52,"Specialty Suite","2022-04","2022","04","18"
"9697",9787,7438,2022-02-15,318.45,"Standard","2022-02","2022","02","15"
"9698",9788,4402,2023-09-03,397.32,"Specialty Suite","2023-09","2023","09","03"
"9699",9789,4740,2022-02-27,475.38,"Specialty Suite","2022-02","2022","02","27"
"9700",9790,6307,2022-10-14,167.93,"Standard","2022-10","2022","10","14"
"9701",9791,4126,2022-04-01,535.14,"Suite","2022-04","2022","04","01"
"9702",9792,5417,2022-07-09,393.67,"Specialty Suite","2022-07","2022","07","09"
"9703",9793,2447,2023-12-19,466.19,"Presidential","2023-12","2023","12","19"
"9704",9794,1201,2023-04-19,315.45,"Specialty Suite","2023-04","2023","04","19"
"9705",9795,1865,2023-12-02,325.45,"Premier","2023-12","2023","12","02"
"9706",9796,3822,2024-04-10,202.45,"Specialty Suite","2024-04","2024","04","10"
"9707",9797,5932,2024-07-16,390.68,"Specialty Suite","2024-07","2024","07","16"
"9708",9798,1555,2022-09-03,343.63,"Specialty Suite","2022-09","2022","09","03"
"9709",9799,1158,2024-06-17,299.28,"Standard","2024-06","2024","06","17"
"9710",9800,6753,2022-04-06,356.11,"Premier","2022-04","2022","04","06"
"9711",9801,6213,2023-07-28,396.9,"Standard","2023-07","2023","07","28"
"9712",9802,6393,2022-04-16,264.73,"Specialty Suite","2022-04","2022","04","16"
"9713",9803,603,2024-07-28,341.94,"Specialty Suite","2024-07","2024","07","28"
"9714",9804,5585,2023-03-12,485.57,"Suite","2023-03","2023","03","12"
"9715",9805,7390,2024-03-20,459.22,"Specialty Suite","2024-03","2024","03","20"
"9716",9806,4071,2023-03-25,295.79,"Premier","2023-03","2023","03","25"
"9717",9807,7672,2022-02-28,407.88,"Suite","2022-02","2022","02","28"
"9718",9808,7033,2023-06-10,366.73,"Suite","2023-06","2023","06","10"
"9719",9809,5219,2023-11-11,279.57,"Standard","2023-11","2023","11","11"
"9720",9810,2060,2023-09-13,335.27,"Standard","2023-09","2023","09","13"
"9721",9811,697,2022-03-10,241.6,"Premier","2022-03","2022","03","10"
"9722",9812,7489,2023-10-06,457.56,"Specialty Suite","2023-10","2023","10","06"
"9723",9813,2716,2023-09-18,434.76,"Suite","2023-09","2023","09","18"
"9724",9814,5371,2023-05-26,260.41,"Specialty Suite","2023-05","2023","05","26"
"9725",9815,4608,2023-09-13,298.59,"Specialty Suite","2023-09","2023","09","13"
"9726",9816,4397,2022-10-05,389.4,"Premier","2022-10","2022","10","05"
"9727",9817,449,2022-10-07,361.53,"Premier","2022-10","2022","10","07"
"9728",9818,4610,2023-12-20,403.2,"Suite","2023-12","2023","12","20"
"9729",9819,7179,2023-05-24,386.66,"Premier","2023-05","2023","05","24"
"9730",9820,1409,2022-12-02,470.37,"Suite","2022-12","2022","12","02"
"9731",9821,4403,2024-01-30,381.97,"Premier","2024-01","2024","01","30"
"9732",9822,1611,2022-05-31,339.57,"Standard","2022-05","2022","05","31"
"9733",9823,4925,2023-12-19,379.83,"Premier","2023-12","2023","12","19"
"9734",9824,5825,2022-12-16,401.52,"Suite","2022-12","2022","12","16"
"9735",9825,364,2022-04-04,387.25,"Premier","2022-04","2022","04","04"
"9736",9826,1291,2023-11-24,420.18,"Presidential","2023-11","2023","11","24"
"9737",9827,5815,2022-01-27,381.83,"Standard","2022-01","2022","01","27"
"9738",9828,6065,2024-07-26,455.13,"Suite","2024-07","2024","07","26"
"9739",9829,5002,2023-10-19,225.7,"Specialty Suite","2023-10","2023","10","19"
"9740",9830,6251,2022-07-13,247.27,"Specialty Suite","2022-07","2022","07","13"
"9741",9831,3788,2023-03-03,418.27,"Specialty Suite","2023-03","2023","03","03"
"9742",9832,1782,2024-05-25,256.56,"Specialty Suite","2024-05","2024","05","25"
"9743",9833,5913,2024-07-27,367.72,"Premier","2024-07","2024","07","27"
"9744",9834,7810,2023-12-25,467.65,"Suite","2023-12","2023","12","25"
"9745",9835,6798,2023-07-28,454.55,"Premier","2023-07","2023","07","28"
"9746",9836,4403,2022-06-06,431.11,"Specialty Suite","2022-06","2022","06","06"
"9747",9837,494,2022-03-26,427.45,"Suite","2022-03","2022","03","26"
"9748",9838,4982,2020-05-03,540.24,"Specialty Suite","2020-05","0003","05","20"
"9749",9839,2484,2022-04-20,543.61,"Specialty Suite","2022-04","2022","04","20"
"9750",9840,1221,2022-07-04,324.22,"Premier","2022-07","2022","07","04"
"9751",9841,4503,2024-03-20,414.1,"Specialty Suite","2024-03","2024","03","20"
"9752",9842,2683,2022-04-24,358.53,"Suite","2022-04","2022","04","24"
"9753",9843,3440,2024-01-08,370.06,"Suite","2024-01","2024","01","08"
"9754",9844,6370,2024-07-17,365.13,"Specialty Suite","2024-07","2024","07","17"
"9755",9845,2629,2024-02-18,373.55,"Suite","2024-02","2024","02","18"
"9756",9847,7100,2022-02-12,353.86,"Specialty Suite","2022-02","2022","02","12"
"9757",9848,3416,2023-05-03,368.13,"Specialty Suite","2023-05","2023","05","03"
"9758",9849,5647,2023-08-02,413.99,"Suite","2023-08","2023","08","02"
"9759",9850,6049,2023-11-13,341.3,"Suite","2023-11","2023","11","13"
"9760",9851,6293,2024-05-29,254.49,"Premier","2024-05","2024","05","29"
"9761",9852,2139,2022-09-18,382.81,"Standard","2022-09","2022","09","18"
"9762",9853,7244,2022-01-24,293.4,"Premier","2022-01","2022","01","24"
"9763",9854,1186,2020-01-27,576.81,"Suite","2020-01","0027","01","20"
"9764",9855,3416,2023-11-19,379.11,"Premier","2023-11","2023","11","19"
"9765",9857,3467,2023-04-16,316.12,"Premier","2023-04","2023","04","16"
"9766",9858,921,2023-03-28,296.88,"Premier","2023-03","2023","03","28"
"9767",9859,3297,2023-01-27,420.75,"Suite","2023-01","2023","01","27"
"9768",9860,865,2023-09-13,339.51,"Standard","2023-09","2023","09","13"
"9769",9861,2939,2022-04-25,400.61,"Suite","2022-04","2022","04","25"
"9770",9862,6757,2023-04-29,223.45,"Premier","2023-04","2023","04","29"
"9771",9863,6256,2023-11-09,441.28,"Suite","2023-11","2023","11","09"
"9772",9864,2242,2022-12-31,270.75,"Standard","2022-12","2022","12","31"
"9773",9865,4720,2023-11-26,426.98,"Specialty Suite","2023-11","2023","11","26"
"9774",9866,471,2024-06-03,224.4,"Premier","2024-06","2024","06","03"
"9775",9867,7988,2024-03-29,505.52,"Standard","2024-03","2024","03","29"
"9776",9868,2868,2023-07-09,458.78,"Suite","2023-07","2023","07","09"
"9777",9869,3289,2023-08-27,359.11,"Specialty Suite","2023-08","2023","08","27"
"9778",9870,4490,2022-03-02,406.04,"Specialty Suite","2022-03","2022","03","02"
"9779",9871,938,2023-05-09,322.67,"Suite","2023-05","2023","05","09"
"9780",9872,859,2023-05-02,454.42,"Suite","2023-05","2023","05","02"
"9781",9873,4600,2023-08-06,413.58,"Specialty Suite","2023-08","2023","08","06"
"9782",9874,3163,2023-11-18,389.08,"Standard","2023-11","2023","11","18"
"9783",9875,3405,2022-11-12,408.84,"Specialty Suite","2022-11","2022","11","12"
"9784",9876,3593,2023-02-04,302.91,"Specialty Suite","2023-02","2023","02","04"
"9785",9877,4025,2024-05-23,363.18,"Suite","2024-05","2024","05","23"
"9786",9878,1788,2024-03-19,352.94,"Premier","2024-03","2024","03","19"
"9787",9879,2230,2022-02-04,290.46,"Specialty Suite","2022-02","2022","02","04"
"9788",9880,4811,2024-06-11,411.62,"Specialty Suite","2024-06","2024","06","11"
"9789",9881,4844,2022-12-30,426.97,"Specialty Suite","2022-12","2022","12","30"
"9790",9882,6291,2023-11-18,331.19,"Premier","2023-11","2023","11","18"
"9791",9883,3488,2022-08-08,305.06,"Premier","2022-08","2022","08","08"
"9792",9884,4089,2024-06-15,355.43,"Premier","2024-06","2024","06","15"
"9793",9885,636,2020-11-22,319.42,"Specialty Suite","2020-11","0022","11","20"
"9794",9886,3915,2022-03-16,431.03,"Suite","2022-03","2022","03","16"
"9795",9887,5515,2022-07-08,381.91,"Premier","2022-07","2022","07","08"
"9796",9888,212,2023-09-15,420.23,"Specialty Suite","2023-09","2023","09","15"
"9797",9889,6964,2023-02-24,325.1,"Standard","2023-02","2023","02","24"
"9798",9890,2059,2022-02-06,358.23,"Premier","2022-02","2022","02","06"
"9799",9891,793,2022-11-08,350.78,"Suite","2022-11","2022","11","08"
"9800",9892,3449,2022-04-25,334.59,"Premier","2022-04","2022","04","25"
"9801",9893,5067,2022-06-18,329.18,"Specialty Suite","2022-06","2022","06","18"
"9802",9894,6979,2023-02-28,391.31,"Specialty Suite","2023-02","2023","02","28"
"9803",9895,4342,2023-12-25,224.45,"Specialty Suite","2023-12","2023","12","25"
"9804",9896,5323,2022-10-03,300.34,"Specialty Suite","2022-10","2022","10","03"
"9805",9897,606,2024-04-24,251.78,"Suite","2024-04","2024","04","24"
"9806",9898,1467,2024-05-18,325.74,"Standard","2024-05","2024","05","18"
"9807",9899,1087,2022-02-21,365.22,"Suite","2022-02","2022","02","21"
"9808",9900,2026,2022-11-27,288.58,"Premier","2022-11","2022","11","27"
"9809",9901,2582,2023-12-06,373.18,"Premier","2023-12","2023","12","06"
"9810",9902,7047,2023-02-19,345.13,"Specialty Suite","2023-02","2023","02","19"
"9811",9903,6996,2024-07-23,460.7,"Suite","2024-07","2024","07","23"
"9812",9904,4656,2023-06-03,428.8,"Specialty Suite","2023-06","2023","06","03"
"9813",9905,314,2023-08-13,336.64,"Specialty Suite","2023-08","2023","08","13"
"9814",9906,3415,2024-06-15,335.56,"Premier","2024-06","2024","06","15"
"9815",9907,3393,2024-04-08,202.48,"Standard","2024-04","2024","04","08"
"9816",9908,255,2022-12-22,283.74,"Premier","2022-12","2022","12","22"
"9817",9909,507,2022-05-21,364.28,"Premier","2022-05","2022","05","21"
"9818",9910,5522,2023-10-02,371.23,"Specialty Suite","2023-10","2023","10","02"
"9819",9911,5247,2022-03-24,198.85,"Suite","2022-03","2022","03","24"
"9820",9912,2284,2023-06-23,392.67,"Specialty Suite","2023-06","2023","06","23"
"9821",9913,2300,2023-06-01,401.71,"Presidential","2023-06","2023","06","01"
"9822",9914,3986,2024-07-25,317.63,"Premier","2024-07","2024","07","25"
"9823",9915,2371,2024-01-07,374.3,"Standard","2024-01","2024","01","07"
"9824",9916,6818,2022-06-30,356.74,"Specialty Suite","2022-06","2022","06","30"
"9825",9917,5346,2022-07-03,463.25,"Specialty Suite","2022-07","2022","07","03"
"9826",9918,7088,2024-01-02,491.48,"Suite","2024-01","2024","01","02"
"9827",9919,6182,2022-05-19,417.11,"Specialty Suite","2022-05","2022","05","19"
"9828",9920,5097,2020-10-30,290.21,"Specialty Suite","2020-10","0030","10","20"
"9829",9921,7440,2023-03-28,317.27,"Suite","2023-03","2023","03","28"
"9830",9922,5129,2022-06-03,415.91,"Specialty Suite","2022-06","2022","06","03"
"9831",9923,4955,2023-02-13,465.95,"Suite","2023-02","2023","02","13"
"9832",9924,6010,2023-11-03,292.8,"Specialty Suite","2023-11","2023","11","03"
"9833",9925,2628,2022-05-19,344.12,"Standard","2022-05","2022","05","19"
"9834",9926,2384,2023-02-06,309.04,"Standard","2023-02","2023","02","06"
"9835",9927,7705,2022-07-14,283.77,"Standard","2022-07","2022","07","14"
"9836",9928,4720,2023-01-04,381.49,"Premier","2023-01","2023","01","04"
"9837",9929,4348,2022-11-13,257.95,"Specialty Suite","2022-11","2022","11","13"
"9838",9930,779,2023-04-08,253.41,"Specialty Suite","2023-04","2023","04","08"
"9839",9931,3429,2022-07-19,410.12,"Suite","2022-07","2022","07","19"
"9840",9932,3360,2023-09-27,178.43,"Premier","2023-09","2023","09","27"
"9841",9933,1938,2020-01-28,272.69,"Standard","2020-01","0028","01","20"
"9842",9934,3451,2022-10-06,361.76,"Premier","2022-10","2022","10","06"
"9843",9935,4001,2023-02-23,512.22,"Specialty Suite","2023-02","2023","02","23"
"9844",9936,5696,2023-07-05,331.17,"Premier","2023-07","2023","07","05"
"9845",9937,1677,2023-10-29,405.37,"Suite","2023-10","2023","10","29"
"9846",9938,3590,2022-08-26,472.34,"Suite","2022-08","2022","08","26"
"9847",9939,3701,2023-07-30,351.63,"Premier","2023-07","2023","07","30"
"9848",9940,4621,2023-06-10,368.45,"Standard","2023-06","2023","06","10"
"9849",9941,3932,2024-05-14,206.18,"Premier","2024-05","2024","05","14"
"9850",9943,723,2022-07-18,394.32,"Specialty Suite","2022-07","2022","07","18"
"9851",9944,3560,2022-08-17,343.13,"Standard","2022-08","2022","08","17"
"9852",9945,5822,2023-12-06,235.16,"Premier","2023-12","2023","12","06"
"9853",9946,4437,2022-03-13,364.88,"Premier","2022-03","2022","03","13"
"9854",9947,3738,2023-05-04,339.17,"Premier","2023-05","2023","05","04"
"9855",9948,6350,2023-05-09,418.2,"Suite","2023-05","2023","05","09"
"9856",9949,2937,2023-02-12,320.87,"Standard","2023-02","2023","02","12"
"9857",9950,492,2022-09-07,462.54,"Specialty Suite","2022-09","2022","09","07"
"9858",9951,6462,2022-08-22,323.76,"Premier","2022-08","2022","08","22"
"9859",9952,6043,2024-06-14,398.8,"Standard","2024-06","2024","06","14"
"9860",9953,7600,2022-08-23,348.83,"Specialty Suite","2022-08","2022","08","23"
"9861",9954,3357,2022-05-08,317.86,"Specialty Suite","2022-05","2022","05","08"
"9862",9955,2122,2022-03-24,344.28,"Specialty Suite","2022-03","2022","03","24"
"9863",9956,5477,2023-05-08,463.25,"Specialty Suite","2023-05","2023","05","08"
"9864",9957,2157,2022-08-20,311.73,"Suite","2022-08","2022","08","20"
"9865",9958,4591,2022-05-10,303.06,"Specialty Suite","2022-05","2022","05","10"
"9866",9959,2637,2023-04-26,443.24,"Suite","2023-04","2023","04","26"
"9867",9960,5529,2022-02-21,413.85,"Specialty Suite","2022-02","2022","02","21"
"9868",9961,3320,2023-11-14,406.83,"Standard","2023-11","2023","11","14"
"9869",9962,4462,2023-08-04,271.97,"Standard","2023-08","2023","08","04"
